ensembl_gene_id	gene_id	V1	V4	V5	V7	baseMean	log2FoldChange	FoldChange	stat	pvalue	padj	iPSC_2197294_3x_4	iPSC_2197294_3x_2	iPSC_2197294_3x_3	iPSC_DMSO_2	iPSC_DMSO_3	iPSC_DMSO_4
ENSG00000152475.7	NA	NA	NA	NA	NA	221.164377623541	1.41028431396401	2.65789537180578	9.48627443037848	0.00000000000000000000239439108052789	0.0000000000000000434629868937422	522	397	358	166	151	191
ENSG00000134775.15	FHOD3	chr18	36297714	36780055	+	2788.97493940556	-1.70668943754975	0.306362275102662	-9.28499402408003	0.0000000000000000000161716250671154	0.000000000000000146773669109139	352	569	360	1496	1361	1572
ENSG00000197386.12	NA	NA	NA	NA	NA	10358.7257773362	-1.43517909856866	0.369800966753755	-8.44320271490997	0.0000000000000000308758964970372	0.000000000000186819757738073	5063	8766	6285	19430	18933	19522
ENSG00000286366.1	NA	NA	NA	NA	NA	37.1748562365724	2.52866266257901	5.7703653370027	6.71432284470218	0.0000000000188941568574797	0.000000085741683819243	83	73	62	16	16	8
ENSG00000103064.15	NA	NA	NA	NA	NA	4320.16159841795	-0.45852869433845	0.727728040234825	-6.17917473349162	0.000000000644375464102848	0.00000233934068487898	2215	2501	2133	3211	3356	3425
ENSG00000149554.13	NA	NA	NA	NA	NA	5736.41419020487	-0.505028527213912	0.704646444065997	-5.95860718677367	0.00000000254396767131935	0.00000769635019496481	6784	7183	7061	10894	10181	10787
ENSG00000138336.9	NA	NA	NA	NA	NA	6520.8678549956	-0.494840734672169	0.709640013997978	-5.53345458214148	0.0000000313984313962523	0.0000814206181006817	9494	11471	9269	14803	15072	15352
ENSG00000260566.2	AC127459.1	chr16	23061406	23064173	-	84.106308208333	-6.19817584584093	0.0136195623433325	-5.06625316767364	0.000000405722247072208	0.00092058377860684	0	0	0	10	15	18
ENSG00000168803.15	NA	NA	NA	NA	NA	1730.5976634448	-0.333088298552125	0.793835343631805	-5.02286420397986	0.000000509065390995318	0.00102672833081634	829	906	775	1133	1059	1166
ENSG00000071794.16	NA	NA	NA	NA	NA	6912.94939809332	-0.518604316307714	0.69804680703765	-4.75125382757414	0.00000202159170146057	0.00366959325649123	3483	4256	3836	5700	5706	6272
